NP_570602.2	A1BG
NP_076946.1	SCNM1
NP_076947.1	METRN
NP_001036075.1	DBNDD1
NP_076949.1	SLX1B
NP_076950.1	DDX50
NP_076951.2	CAMKV
NP_076955.1	DDA1
NP_076956.1	GGCT
NP_076957.3	GID4
NP_076958.1	CENPM
NP_001093328.2	C7orf25
NP_001137314.1	TMEM106C
NP_076962.2	NUP37
NP_076963.1	SMIM2
NP_001306081.1	FNDC11
NP_001611.1	AHNAK
NP_612503.1	ZNF655
NP_076968.2	AFG2B
NP_076970.1	PDCL3
NP_076971.1	ERI3
NP_076972.2	INTS15
NP_076973.1	NABP2
NP_076974.2	KXD1
NP_001384175.1	PVRIG
NP_076976.1	ZFYVE21
NP_076977.3	DDX54
NP_076979.1	TMEM38A
NP_001070914.1	TSEN34
NP_001123466.1	KCTD15
NP_076982.3	SECISBP2
NP_076983.1	NOC4L
NP_076984.2	ALG8
NP_076985.4	TRPM8
NP_076986.1	PRRG4
NP_001359092.1	PRRG3
NP_076988.1	ASPSCR1
NP_001073970.1	TMEM223
NP_001070666.1	ATG9A
NP_076991.3	METTL16
NP_001073901.1	FTO
NP_076994.2	POGLUT2
NP_076995.1	ELOVL6
NP_076996.2	FASTKD3
NP_076997.1	TMEM109
NP_076998.1	C2orf49
NP_076999.2	DSCC1
NP_077001.1	DCTPP1
NP_077002.2	C1orf50
NP_077003.1	CCDC86
NP_077004.2	LBHD1
NP_077006.1	MLPH
NP_077007.1	WDR77
NP_077008.2	SLC25A23
NP_077009.2	SMIM7
NP_077010.1	ALG12
NP_077011.1	ZNF426
NP_001070142.1	TMUB2
NP_001257820.1	TRAPPC6A
NP_077014.4	METTL22
NP_001353314.1	CARD14
NP_077016.3	CHAC1
NP_077017.1	BBLN
NP_077018.1	CSTPP1
NP_077019.2	TRIM48
NP_076427.2	C1orf116
NP_077021.1	TAF1D
NP_114404.1	RNF26
NP_001006618.1	MAPKAP1
NP_077024.2	DHX58
NP_077025.2	NDUFAF5
NP_077026.2	TMEM185B
NP_077027.1	APOO
NP_077269.3	RETREG2
NP_077271.1	DERL1
NP_077272.2	CCDC28B
NP_077273.2	PHF23
NP_077274.3	MBOAT7
NP_077275.1	PPDPF
NP_001011671.1	CHCHD7
NP_077277.1	FKRP
NP_077278.1	MMP28
NP_001308993.1	ZSCAN5A
NP_077282.3	FA2H
NP_077283.2	GDPD3
NP_077284.2	DHRS11
NP_077285.3	TNIP2
NP_077286.3	PLEKHF1
NP_001229461.1	MFSD11
NP_077288.2	GNPTAB
NP_077289.1	NOL12
NP_077291.1	TMEM243
NP_077292.2	LENG1
NP_077294.3	LILRA6
NP_077295.1	C1orf35
NP_077296.1	PRR15L
NP_077297.2	RBM42
NP_001309030.1	CENPO
NP_001332772.2	BRME1
NP_077300.3	CRELD2
NP_077301.4	ZNF343
NP_077302.3	FBXL15
NP_001138819.1	ZNF576
NP_077304.1	THTPA
NP_077305.2	EFHD2
NP_001034288.1	TTPAL
NP_001018065.1	BRCC3
NP_077309.1	FSD1
NP_077310.1	TMEM43
NP_077311.2	IRX6
NP_077312.2	IRX3
NP_077313.3	IRX1
NP_077315.2	THOC6
NP_077317.2	ZNF557
NP_258428.2	MMEL1
NP_077321.3	DCAF10
NP_001004297.2	OR13A1
NP_001005479.2	OR5H6
NP_001335150.1	OR52E1
NP_001005482.2	OR5H2
NP_001005483.1	OR4K5
NP_001005237.1	OR51G1
NP_001184216.2	OR11H2
NP_149419.2	OR51B4
NP_149420.4	OR51B2
NP_001335152.1	OR4C5
NP_112169.2	CPLANE2
NP_079388.3	ZXDC
NP_110389.1	BHLHE41
NP_110390.1	HMGN5
NP_110391.2	FCRL2
NP_110392.1	B3GNT4
NP_620049.1	BCL2L14
NP_078781.3	NOX5
NP_001273352.1	GLB1L
NP_757384.1	KREMEN2
NP_078784.2	ZBED2
NP_078785.1	LRFN3
NP_001028218.1	CYBC1
NP_001290072.1	HAUS3
NP_078788.2	LRRC2
NP_078789.2	FYCO1
NP_647478.1	BIRC7
NP_001154948.1	WDR25
NP_078792.1	PAGR1
NP_078794.1	ULBP3
NP_001001913.1	OR52N1
NP_001335159.1	OR5AL1
NP_001342148.1	OR10G6
NP_001005484.2	OR4F5
NP_112170.1	OR2A4
NP_001004063.2	OR4K1
NP_001335162.1	OR6J1
NP_078795.2	RIPOR1
NP_001381884.1	MAIP1
NP_078798.2	NKAIN1
NP_078799.2	GCC1
NP_001354478.1	ATP13A3
NP_078801.3	TTC13
NP_573444.2	EPS8L3
NP_078803.4	ABHD8
NP_078804.2	NKAP
NP_078805.3	CDC73
NP_001350047.1	SLC52A2
NP_078808.3	SPAG16
NP_001070886.1	TMEM231
NP_078811.3	CORO7
NP_078812.3	CHPF
NP_078813.1	CARS2
NP_919445.1	RNF128
NP_663781.1	MRPL24
NP_078817.2	ARMH3
NP_078820.2	MUL1
NP_001317230.1	SAP130
NP_078822.3	OBI1
NP_078824.2	CEP97
NP_001076007.1	TCTN1
NP_078827.2	ADIPOR2
NP_078828.2	CERS4
NP_001245240.1	PGBD5
NP_078832.1	FAM118B
NP_001193600.1	RIC3
NP_078834.2	VCPKMT
NP_078836.1	ACSS3
NP_078837.3	NAA16
NP_078838.1	TANGO6
NP_001295102.1	CCNJL
NP_001129198.1	HMBOX1
NP_078846.2	RNASEH2B
NP_078847.2	SNRNP25
NP_078848.2	GALNT14
NP_078849.1	ARMT1
NP_078850.3	NDNF
NP_078851.2	TNFAIP8L2
NP_078852.3	OGFRL1
NP_078853.2	SH3TC2
NP_078854.1	OCEL1
NP_078855.2	C1orf54
NP_078856.4	EFL1
NP_078857.5	FAM184A
NP_001278232.1	FAT4
NP_078859.2	SCRN3
NP_078860.2	CCDC121
NP_078861.1	ARMC7
NP_078863.2	TMEM53
NP_078865.1	ROGDI
NP_078866.3	ARSJ
NP_078867.2	CHMP6
NP_078868.1	SRD5A3
NP_078869.1	CLXN
NP_078870.1	PANK3
NP_078871.1	AKIRIN1
NP_078872.3	MCPH1
NP_078873.2	MAP7D3
NP_078874.2	USB1
NP_001005498.2	RHBDF2
NP_078876.2	TMEM204
NP_078878.3	HECTD3
NP_078879.2	BEND5
NP_078880.2	RPAP3
NP_078881.3	ARHGAP10
NP_001368.2	DYNC2H1
NP_001073932.1	DYNC2H1
NP_078883.2	PPP1R3B
NP_078884.2	NEIL1
NP_078886.2	HSPBAP1
NP_078887.2	ICE2
NP_078888.4	DHX40
NP_078889.1	PLEKHF2
NP_078891.2	PARP8
NP_078892.3	C3orf52
NP_078893.2	TUT7
NP_001269073.1	NLRX1
NP_078895.2	FN3KRP
NP_078896.3	ZNF329
NP_001161384.1	VEPH1
NP_078898.3	FASTKD1
NP_001291762.1	OGFOD2
NP_001135758.1	SMC6
NP_078902.2	VTCN1
NP_078903.3	RTL10
NP_078905.2	CENPU
NP_078906.2	ZDHHC14
NP_001294956.1	MSANTD2
NP_078908.1	SAP30L
NP_078912.2	STEAP4
NP_078913.3	GAL3ST4
NP_078914.1	QTRT2
NP_078915.2	ZNF322
NP_078916.3	YRDC
NP_078917.2	MANEA
NP_078918.3	GALNT12
NP_078919.2	ZC2HC1C
NP_078920.2	RIOX1
NP_078921.1	ZMAT4
NP_078922.1	ZYG11B
NP_078924.1	OGFOD3
NP_001289013.1	TOP6BL
NP_078928.3	LRRK1
NP_078929.1	PRKRIP1
NP_078930.4	NOL9
NP_078932.2	COLGALT1
NP_078933.3	MORC4
NP_078934.3	IPO4
NP_001363241.1	GTDC1
NP_078936.1	IGFLR1
NP_001243893.1	CCDC51
NP_078939.3	NPEPL1
NP_078940.2	PPCS
NP_078941.2	TBL1XR1
NP_078942.3	AAGAB
NP_078943.1	VPS37B
NP_078945.2	ANKRD55
NP_001180353.1	SUV39H2
NP_078947.3	ZNF768
NP_078948.3	THAP9
NP_085058.3	WDR59
NP_078950.1	LIN28A
NP_078951.2	PALB2
NP_001156002.1	SH3D21
NP_078953.4	NSUN7
NP_078954.4	NARS2
NP_078956.2	E2F8
NP_001269613.2	KCTD17
NP_078958.2	TBC1D17
NP_078959.3	TEFM
NP_078961.3	BBS10
NP_078962.4	TTLL7
NP_001186130.1	ZBBX
NP_001381944.1	CCDC7
NP_789789.2	DIPK2B
NP_078967.3	ZNF419
NP_078968.3	CLIP4
NP_078969.3	ECHDC3
NP_078970.3	ADGB
NP_068591.2	LMAN1L
NP_078973.1	ZNF385D
NP_001177990.1	SLC25A22
NP_078975.2	ZFAND1
NP_078976.2	SNIP1
NP_078977.2	ASB13
NP_078978.2	ZNF750
NP_001364462.1	DHRS12
NP_078982.3	ZNF668
NP_078983.1	GEMIN7
NP_078985.3	C1orf115
NP_001129673.1	ISOC2
NP_078988.3	ELMO3
NP_078989.1	KATNBL1
NP_078991.3	TXNDC15
NP_078993.4	MCTP1
NP_078995.2	GRTP1
NP_078997.4	ZFHX4
NP_001129177.1	ACBD4
NP_891554.1	MICALL2
NP_079001.2	CCDC82
NP_079002.3	IQCA1
NP_079003.2	LRRC31
NP_001180242.2	SUGCT
NP_001139281.1	MYH14
NP_001273130.1	RERGL
NP_079007.2	KLHL36
NP_079009.3	ZNF665
NP_079010.2	CLMN
NP_079011.3	FBXO31
NP_079012.3	GSDMD
NP_079014.1	SPRING1
NP_079016.2	ALG9
NP_079017.1	ZNF408
NP_001098717.1	ARMC5
NP_079019.3	UGT2A3
NP_079020.13	CARF
NP_079021.4	SHCBP1
NP_079022.2	HHIPL2
NP_079023.2	HPS6
NP_001287985.1	VASH2
NP_001357110.1	GSTCD
NP_079029.3	TTC21B
NP_079030.3	PTCD2
NP_079031.2	SLTM
NP_079032.2	MMRN2
NP_079033.4	EHMT1
NP_079034.3	AGMAT
NP_001308564.1	NIPAL2
NP_001137458.1	TLE6
NP_079037.3	MOB3B
NP_079038.2	ZNF552
NP_079039.4	DNAI4
NP_079040.2	CATSPERB
NP_001353159.1	ARHGAP28
NP_079042.1	CAMKMT
NP_001364429.1	EFCC1
NP_079045.1	CLMP
NP_001308083.1	METTL8
NP_079047.2	NAA40
NP_079048.3	ZMYM1
NP_079049.2	KDM8
NP_001070254.2	QSER1
NP_079051.9	GEMIN6
NP_001371955.1	PEAK1
NP_001027026.1	LONRF3
NP_079055.3	PIP4K2C
NP_001248770.1	TMC5
NP_079057.3	CCDC102B
NP_079058.1	NHEJ1
NP_079059.2	AGBL2
NP_001357738.1	ZBTB3
NP_001116251.1	FAM124B
NP_079062.1	ZDHHC11
NP_079063.2	RNF122
NP_001034795.2	CFAP69
NP_079065.2	MFSD13A
NP_001369320.1	CSPP1
NP_001161940.1	NHERF4
NP_079068.1	TLCD3A
NP_079070.1	EPHX3
NP_079071.2	TM4SF20
NP_079074.2	SNX22
NP_079076.3	NEK11
NP_079079.1	TUBAL3
NP_001136044.1	ZNF669
NP_079081.2	RBFA
NP_079082.2	JHY
NP_079083.2	TREML2
NP_079084.4	BORA
NP_079085.2	TCTN2
NP_001093392.1	ALG13
NP_001136037.1	CPSF7
NP_079088.1	BAALC
NP_079089.2	RPAP2
NP_079090.2	CBLL1
NP_079091.3	NUDT18
NP_079092.2	RABEP2
NP_079093.2	THSD4
NP_079094.1	UBA5
NP_001275584.1	DCAKD
NP_079097.1	CCDC134
NP_079100.2	ZC3H14
NP_001357024.2	PODNL1
NP_001034669.1	MAP9
NP_079103.2	HDAC11
NP_079104.3	CAAP1
NP_079105.4	PLBD1
NP_079106.3	LPCAT1
NP_079108.3	RIN3
NP_079109.2	ZNF671
NP_001243307.1	MCMBP
NP_079111.1	GGNBP2
NP_079112.1	ZNF672
NP_079113.2	ATP8B4
NP_079114.3	THNSL1
NP_079115.1	RPP21
NP_001026891.2	ZNF613
NP_001153639.1	PRR5L
NP_079119.3	CYBRD1
NP_079120.1	NUP85
NP_001077070.1	NAA60
NP_079123.3	TMC7
NP_079124.1	MORN1
NP_001035552.1	BTNL8
NP_079130.2	PYROXD1
NP_079131.3	ACTR5
NP_079133.3	ATAD5
NP_079135.3	MAGIX
NP_001153777.1	SETD6
NP_001078906.3	MAB21L4
NP_001006936.1	TCEAL4
NP_079140.2	MRM1
NP_079141.2	NANOG
NP_001240774.1	ADM2
NP_079143.3	SPEF2
NP_079145.2	FAM110D
NP_079147.1	MAP6D1
NP_001295165.1	DOK3
NP_079149.3	TNIP3
NP_079150.3	KIAA0319L
NP_001107605.1	SYNPO2L
NP_079152.3	COQ8B
NP_079153.2	CCNP
NP_387504.2	CNTNAP3
NP_079157.3	SLC35E1
NP_112157.2	ZNF696
NP_079160.1	L2HGDH
NP_001350509.1	C10orf95
NP_995583.1	DHDDS
NP_001257295.1	PLPPR3
NP_001381997.1	PLEKHS1
NP_079169.1	SYNDIG1
NP_079170.2	NOL10
NP_001182192.1	PDZD7
NP_079172.2	ERMP1
NP_940798.1	PAQR6
NP_079174.2	DENND1C
NP_079175.2	CEP76
NP_955352.1	JADE1
NP_079177.2	DENND2D
NP_001291873.1	DNAJC22
NP_001032671.2	SCD5
NP_079184.2	WDR76
NP_001399996.1	ATAT1
NP_079187.3	WLS
NP_110451.1	ZNF442
NP_079189.4	CPED1
NP_079191.2	GRHL2
NP_079193.2	TRMT2B
NP_001138787.1	DSN1
NP_079195.3	FRMD1
NP_001026893.1	DNAJB14
NP_079197.3	POF1B
NP_699197.3	SVEP1
NP_079202.2	IFT56
NP_079203.4	PLEKHH3
NP_079204.2	STN1
NP_079206.2	ELOVL7
NP_001108588.1	ANKRD53
NP_001136438.1	GREB1L
NP_055616.3	PCNX2
NP_079215.2	ESRP2
NP_079216.4	DOCK5
NP_079217.2	TRAPPC13
NP_079218.2	C10orf88
NP_079219.1	TMEM156
NP_001345220.1	RMI1
NP_079222.1	PSME3IP1
NP_079223.3	PHC3
NP_079224.1	MINDY3
NP_079225.5	WWC2
NP_001095838.1	DGLUCY
NP_079229.2	NAA25
NP_079230.1	UBTD1
NP_001095841.1	FOXRED2
NP_079232.3	TMEM62
NP_001381987.1	MYO15B
NP_001310611.1	NRSN2
NP_001345274.1	SLC8B1
NP_001373322.1	PANK2
NP_079239.3	FBXL18
NP_001345280.1	SEMA6D
NP_079243.1	ZNF556
NP_001165644.1	CSRNP3
NP_001353074.1	TRPM3
NP_079256.4	GPR157
NP_079265.2	PGAP1
NP_001128217.1	LRRTM4
NP_001380648.1	ATF7IP2
NP_079276.2	DCAF17
NP_079279.3	ADAMTS20
NP_079280.2	CCDC15
NP_001342150.1	TUBA4B
NP_001334951.1	ZNF606
NP_079305.2	MZT2B
NP_085116.2	ZFP2
NP_079316.2	ZNF614
NP_001073981.1	BICC1
NP_079321.3	BAIAP2L2
NP_079323.1	ARL14
NP_001273425.1	PIF1
NP_079328.3	MAP3K19
NP_079330.2	VCPIP1
NP_079331.3	CCDC33
NP_079333.2	BBOF1
NP_079334.3	TRIM46
NP_079335.2	CCDC170
NP_079337.2	LRRC8E
NP_001157101.1	MROH9
NP_079341.2	RPF1
NP_079345.1	ZNF703
NP_079348.1	PTGES2
NP_079349.2	SIKE1
NP_079350.5	FRAS1
NP_079351.2	THOC7
NP_001240804.1	UXS1
NP_079354.2	SLC66A2
NP_079355.2	ZC3H12A
NP_001077395.1	ASRGL1
NP_079358.3	CENPT
NP_079359.2	EDC3
NP_476516.1	NAA15
NP_079363.2	CWH43
NP_079368.3	PGGHG
NP_001177396.1	PRR36
NP_001345380.1	ABHD18
NP_079374.2	MOGAT2
NP_079375.3	CTC1
NP_079379.2	IFT74
NP_663696.1	DBF4B
NP_079382.2	SPSB1
NP_079383.2	MYCT1
NP_079384.2	TEDC2
NP_001157207.1	MYO19
NP_079389.2	RUBCNL
NP_079390.3	CEP290
NP_001095871.1	TTI2
NP_079400.1	TMEM134
NP_079401.2	TMEM254
NP_079402.2	RNF34
NP_079404.3	MUS81
NP_079405.2	FUZ
NP_079406.4	HKDC1
NP_001177203.1	FBXO11
NP_001295248.1	CHD9
NP_001268669.1	FHOD3
NP_079412.1	OPA3
NP_079413.3	SPG11
NP_079414.3	PROSER1
NP_001339683.2	ARMC9
NP_079416.1	CCDC92
NP_510883.2	TM2D3
NP_079420.3	ALPK1
NP_079421.5	CFAP43
NP_079422.1	NAA50
NP_079423.1	COQ10B
NP_079425.3	ACSF2
NP_079426.2	TARS2
NP_001002814.2	RAB11FIP1
NP_079428.2	NUBPL
NP_079431.1	PAAF1
NP_001119812.1	ORAI2
NP_079434.3	RUFY1
NP_079435.1	TASL
NP_001366332.1	WDR26
NP_079437.5	FAAP100
NP_079439.2	PIGZ
NP_079441.1	ELL3
NP_079146.2	PREX2
NP_001340037.1	CEP63
NP_079457.2	SLC35F5
NP_079458.2	ATOSB
NP_079460.2	EFHC2
NP_079463.2	PHAF1
NP_079464.2	TRIM45
NP_079465.3	ZNF430
NP_079467.3	EDEM3
NP_079469.2	HSD3B7
NP_079470.1	ITPKC
NP_079472.1	GRPEL1
NP_766638.2	SCUBE1
NP_788276.1	CDK5RAP3
NP_001028222.1	MTERF2
NP_079477.2	PLEKHO2
NP_079478.1	EFHD1
NP_079479.1	WDCP
NP_001307414.1	TRABD
NP_079481.2	MED28
NP_079483.3	FLAD1
NP_001136116.1	SPHKAP
NP_079484.1	PDGFD
NP_085127.2	KLHL15
NP_085128.2	TET1
NP_085129.1	LRRC27
NP_001258933.1	EPC1
NP_085130.2	CPEB4
NP_079486.1	PPP1R2C
NP_077819.2	ZKSCAN3
NP_079487.2	GKAP1
NP_079488.2	CXXC4
NP_001245177.1	SP6
NP_077817.2	CEP70
NP_079490.1	CCDC68
NP_079491.2	PUS1
NP_742024.1	ABTB1
NP_079492.2	WNT10A
NP_079493.1	ULBP2
NP_079494.1	ULBP1
NP_079495.1	DNAJC5
NP_079496.1	ADAM33
NP_079497.2	KCNIP4
NP_079498.2	WDR82
NP_001359108.1	PABPC1L
NP_079501.2	PNPLA3
NP_079503.1	BPIFB2
NP_079504.2	TRAF3IP3
NP_079505.1	SEL1L2
NP_079506.3	DCAF11
NP_079507.1	ZSCAN16
NP_079508.2	REEP4
NP_079509.5	COASY
NP_079510.1	SKIC8
NP_079511.1	TNKS2
NP_079512.3	RNF39
NP_079515.2	PDCD1LG2
NP_001019907.1	CD276
NP_079517.1	UBXN6
NP_079519.1	SLC19A3
NP_079520.1	TSGA10
NP_001304879.1	AKNA
NP_703149.1	ESX1
NP_079521.1	PBX4
NP_079522.2	SLC35G2
NP_079523.3	ACAD10
NP_079524.2	SRCIN1
NP_001138776.1	IQCN
NP_079526.1	TTYH3
NP_079527.1	ARHGAP39
NP_001303278.1	THSD7B
NP_079533.2	SLC44A4
NP_079534.2	VWA7
NP_612116.1	MPIG6B
NP_079537.1	LY6G6C
NP_079538.3	LY6G5C
NP_079539.2	PRR3
NP_079540.2	THUMPD2
NP_079541.1	TSEN2
NP_001248363.1	AARSD1
NP_079544.1	TMEM121
NP_085044.2	PRR7
NP_085045.3	KHDC1
NP_085046.5	ITIH5
NP_085048.1	NDFIP1
NP_085049.1	SPX
NP_085050.2	THAP7
NP_871629.1	STARD5
NP_001025056.1	CPTP
NP_085053.1	LIMD2
NP_085054.2	TMEM177
NP_085055.2	B9D2
NP_085056.2	CYB5B
NP_001273698.1	ZNF34
NP_001366429.1	COL18A1
NP_085131.1	INTS5
NP_938204.2	CMIP
NP_085135.1	ASXL3
NP_001035247.1	CEP44
NP_001070663.1	ZNF436
NP_085139.2	EEPD1
NP_001153620.1	DDHD1
NP_001135996.1	GPRASP3
NP_085143.1	DUSP16
NP_444251.1	ZFP91
NP_085144.1	APOL6
NP_085145.1	APOL5
NP_001373814.1	APOL4
NP_663614.1	APOL3
NP_689418.2	TAS1R2
NP_619642.2	TAS1R1
NP_085148.1	SH3BP5L
NP_001073892.3	GRIP2
NP_085150.1	KDM7A
NP_085151.1	SETD7
NP_085153.1	LNPK
NP_085154.3	PRRT1
NP_085155.1	EGFL8
NP_110395.1	ILKAP
NP_110396.1	NPL
NP_110397.2	TMPRSS5
NP_110399.2	GJA9
NP_110400.1	TUBB1
NP_116031.1	WNT5B
NP_110403.2	ZBP1
NP_110404.1	SLC2A10
NP_001265848.1	KCNH6
NP_110407.2	SLC25A32
NP_569057.2	COLEC12
NP_110409.2	CLPTM1L
NP_473447.1	OR5AC2
NP_001005239.2	OR11H1
NP_001005240.1	OR4F17
NP_001005486.2	OR4K15
NP_001004064.1	OR8J3
NP_001005238.1	OR51G2
NP_110401.1	OR51E2
NP_001392848.1	OR4P4
NP_001001920.2	OR4C15
NP_001005272.3	OR4A5
NP_001005274.1	OR4A16
NP_001005275.2	OR4A15
NP_997257.2	OR10W1
NP_001005276.1	OR2AE1
NP_001005277.1	OR4F16
NP_001005278.1	OR6N2
NP_001005279.1	OR6K2
NP_001245213.1	OR2L5
NP_001001914.1	OR2G3
NP_001001915.1	OR2G2
NP_932340.4	OR2C3
NP_056347.1	POLR2M
NP_110410.1	PTDSS2
NP_110411.1	GPR63
NP_110412.1	RSPH6A
NP_110413.3	SYNC
NP_110414.1	CFHR5
NP_110415.1	DCSTAMP
NP_848696.1	HM13
NP_001165694.1	MOB2
NP_110417.2	ITFG1
NP_110418.1	SGPP1
NP_109599.3	SLC38A1
NP_110382.3	TMX1
NP_112153.1	LRRC3
NP_110419.5	GDPD5
NP_995308.1	FBXO38
NP_001139542.1	TDRD3
NP_110422.2	STMN4
NP_110423.3	VOPP1
NP_110424.1	CYRIA
NP_110425.2	RCC1L
NP_110426.4	YIPF5
NP_001381725.1	INTS14
NP_110428.2	MAGED4B
NP_110429.1	FAM117A
NP_660215.1	TRIM11
NP_110432.1	LMAN2L
NP_110433.1	C1orf21
NP_110435.1	NDEL1
NP_110436.1	CSRNP2
NP_110437.2	TXNDC5
NP_110439.2	ACTL8
NP_110440.1	CLPB
NP_001245321.1	CLPB
NP_110442.1	PDRG1
NP_110443.3	ANKRD13C
NP_110444.3	APOLD1
NP_110445.1	YJU2B
NP_110446.3	GFOD2
NP_110447.2	COL21A1
NP_110448.2	PLA2G12A
NP_112173.1	CDADC1
NP_112174.2	TRIM8
NP_112176.1	URM1
NP_112177.2	LBH
NP_112178.2	NECTIN4
NP_112179.2	FIP1L1
NP_001317652.1	SNX27
NP_112181.3	FAM83D
NP_112182.1	ANP32E
NP_112184.4	NIPA2
NP_112185.1	TMEM163
NP_112186.3	ACSBG2
NP_001073138.1	CAB39L
NP_112188.1	ITM2C
NP_112189.2	TSPAN14
NP_112190.2	CDT1
NP_112191.2	KAZALD1
NP_112192.2	UNC93B1
NP_112193.1	DEFB126
NP_001035982.1	DIAPH3
NP_112195.2	SHCBP1L
NP_112196.3	TRMT1L
NP_112197.1	TSC22D4
NP_443073.1	TSSK3
NP_073729.1	MAP1LC3B
NP_112199.2	CCNL2
NP_112200.2	VMP1
NP_112201.1	C6orf62
NP_112202.2	ISCA1
NP_112203.2	REXO5
NP_112205.2	AMN
NP_110503.3	OR5V1
NP_149046.2	OR2B2
NP_982272.2	DOCK8
NP_112211.1	PPP1R14C
NP_976038.1	TRIM7
NP_112214.3	NUAK2
NP_112215.1	TIGD6
NP_112216.3	RNF170
NP_112217.2	ADAMTS12
NP_112218.2	TLR10
NP_112219.3	ADAMTS10
NP_112220.2	SLCO5A1
NP_112221.1	OR12D3
NP_060562.3	NETO2
NP_620416.2	NETO1
NP_112222.1	SPACA1
NP_620409.1	VANGL1
NP_112223.1	TRIM56
NP_112224.1	SBF2
NP_001229779.1	RNF146
NP_001120968.1	SPRY4
NP_112227.1	ST6GALNAC5
NP_112228.1	KRTAP1-3
NP_112229.1	KRTAP1-1
NP_112231.3	TMEM14B
NP_112233.3	SFXN3
NP_001154971.1	ZNF611
NP_112235.2	MED25
NP_112236.3	SHARPIN
NP_112237.2	KRTAP9-9
NP_112238.1	KRTAP4-6
NP_001116859.1	KRTAP2-1
NP_112240.1	ARPC5L
NP_001357079.1	ISG20L2
NP_112243.1	RAB1B
NP_112483.1	LAS1L
NP_001177809.1	HYI
NP_112485.2	FAHD1
NP_112486.1	QTRT1
NP_112487.1	SLIRP
NP_112489.3	SLC25A28
NP_001123583.1	ABHD17A
NP_112492.2	CABLES2
NP_001013455.1	SEH1L
NP_112494.3	KIF18A
NP_112495.2	ZNF93
NP_001291438.1	HDHD3
NP_001382516.1	PCDH11Y
NP_112497.2	PITPNM3
NP_689523.1	ELOVL3
NP_112571.2	FCRL5
NP_112572.1	FCRL4
NP_112573.1	TCF7L1
NP_001352154.1	ADPGK
NP_112576.1	SH3BGRL3
NP_112577.1	SF3B5
NP_112578.2	INO80B
NP_001074024.1	GSG1
NP_112580.3	CCDC70
NP_112581.1	SLC25A31
NP_112582.3	PUS7L
NP_112583.2	PMFBP1
NP_112584.3	DRC3
NP_683710.2	ABHD11
NP_112586.1	RAB33B
NP_112588.1	EMC6
NP_112589.1	CDCA3
NP_112590.1	MXD3
NP_112591.2	APH1B
NP_001371640.1	GLT8D2
NP_001374619.1	KATNAL2
NP_001138637.1	DOHH
NP_001020787.2	ARHGAP24
NP_001026895.2	DDX59
NP_112597.4	PUS3
NP_112598.3	EPPK1
NP_112599.2	SCRT1
NP_112600.1	PLVAP
NP_113609.1	ODAD4
NP_113610.2	CHST9
NP_663735.2	NUF2
NP_001035812.1	FAM110A
NP_113614.1	AIF1L
NP_113615.2	DNAL1
NP_001257370.2	RTBDN
NP_113618.2	RILP
NP_113619.3	COG3
NP_113620.1	UCK1
NP_473362.1	GPR101
NP_444508.1	TAAR8
NP_113621.1	MFRP
NP_001129516.1	TMUB1
NP_113623.1	THAP2
NP_001035267.1	AKR1E2
NP_872604.1	RASSF5
NP_113626.1	NUDT12
NP_113627.1	SOX7
NP_619580.2	BCL2L12
NP_113628.1	RTP3
NP_113630.1	TMEM47
NP_113631.1	CCM2
NP_001271183.1	GUCD1
NP_001186069.1	AMMECR1L
NP_113634.3	C18orf21
NP_113636.2	C19orf12
NP_113637.3	ZMIZ2
NP_001129107.1	C11orf68
NP_001123483.1	TEX101
NP_113640.1	RAMAC
NP_113641.2	FAM107B
NP_113642.1	SELENOO
NP_113643.1	CCDC3
NP_444509.2	FAM167A
NP_473369.1	SLC35G5
NP_570967.1	DYNLRB2
NP_054902.1	DYNLRB1
NP_444515.1	TEKT1
NP_055874.2	TLN2
NP_113645.1	MS4A8
NP_001139577.1	PARP9
NP_113647.1	SESN2
NP_113649.1	CRISPLD1
NP_113650.2	CD99L2
NP_113651.4	HSDL1
NP_113652.2	RPS6KL1
NP_001239428.1	RHNO1
NP_001153844.1	TRAPPC9
NP_113655.2	SLC4A9
NP_113656.2	CALN1
NP_113657.1	SH3BGRL2
NP_116190.3	JAM3
NP_113659.3	FERMT3
NP_001028850.2	TRPT1
NP_113662.1	NRIP2
NP_113663.2	ESPN
NP_113664.1	CRISPLD2
NP_113665.3	YPEL3
NP_113666.2	TLCD3B
NP_113667.1	INHBE
NP_113668.2	RIOK1
NP_113669.1	SLC25A18
NP_113670.1	ATG10
NP_113671.3	ITCH
NP_542451.1	H2AB3
NP_758438.2	TFAP2D
NP_113672.1	MARVELD1
NP_113673.3	GRWD1
NP_113674.1	ZNF484
NP_113676.2	L3MBTL2
NP_113678.2	LONP2
NP_114060.1	KRTAP4-12
NP_689414.2	TAS1R3
NP_113679.1	RBP5
NP_113680.1	RBM4B
NP_114110.1	FRMD8
NP_114111.2	ARMC10
NP_001128578.1	KCNK16
NP_114113.1	USP26
NP_114118.2	SYT15
NP_114119.2	ESYT3
NP_001354585.1	SYT16
NP_001153780.1	SETDB2
NP_114122.2	ROPN1L
NP_114123.2	ANGPTL6
NP_114124.1	KLF16
NP_001138785.1	FSD1L
NP_001180380.1	TMTC1
NP_114127.3	ATAD3B
NP_114129.1	TAF3
NP_114130.4	RSPH3
NP_114131.1	TMEM120A
NP_114140.4	RAB34
