ensembl_gene_id,refseq_ids,uniprot_ids,gen_symbol,ensembl_prot_id,uniprot_ensembl_id,gene_age
ENSG00000154640,NP_006797.3,Q14201,BTG3,ENSP00000284879.8,Q14201,454
ENSG00000108468,NP_001120700.1,P83916,CBX1,ENSP00000225603.4,P83916,950
ENSG00000106803,NP_006799.1,P60468,SEC61B,ENSP00000223641.4,P60468,987
ENSG00000025772,NP_006800.2,Q15785,TOMM34,ENSP00000361900.3,Q15785,168
ENSG00000065485,NP_006801.1,Q14554,PDIA5,ENSP00000323313.7,Q14554,1488
ENSG00000132824,NP_006802.1,Q13530,SERINC3,ENSP00000340243.4,Q13530,1714
ENSG00000135506,NP_006803.1,Q13438,OS9,ENSP00000318165.7,Q13438,645
ENSG00000146278,NP_006804.1,Q12796,PNRC1,ENSP00000336931.3,Q12796,680
ENSG00000086598,NP_006806.1,Q15363,TMED2,ENSP00000262225.3,Q15363,645
ENSG00000169223,NP_006807.1,Q12907,LMAN2,ENSP00000303366.7,Q12907,544
ENSG00000089248,NP_006808.1,P30040,ERP29,ENSP00000261735.3,P30040,544
ENSG00000213190,NP_006809.1,Q13015,MLLT11,ENSP00000357917.3,Q13015,454
ENSG00000168439,NP_006810.1,P31948,STIP1,ENSP00000305958.5,P31948,4290
ENSG00000137959,NP_006811.2,Q53G44,IFI44L,ENSP00000359787.4,Q53G44,132
ENSG00000119673,NP_006812.3,P49753,ACOT2,ENSP00000238651.5,P49753,886
ENSG00000141542,NP_006813.1,Q12829,RAB40B,ENSP00000461785.1,Q12829,645
ENSG00000117395,NP_006815.2,Q99848,EBNA1BP2,ENSP00000236051.2,Q99848,4290
ENSG00000136026,NP_006816.2,Q07065,CKAP4,ENSP00000367265.4,Q07065,4290
ENSG00000134308,NP_006817.1,P27348,YWHAQ,ENSP00000238081.3,P27348,645
ENSG00000170348,NP_006818.3,P49755,TMED10,ENSP00000303145.4,P49755,1714
ENSG00000112249,NP_006819.2,Q8N3C0,ASCC3,ENSP00000358159.2,Q8N3C0,1714
ENSG00000148671,NP_006820.1,Q15847,ADIRF,ENSP00000361083.3,Q15847,78
ENSG00000127540,NP_006821.1,O14957,UQCR11,ENSP00000467262.1,O14957,454
ENSG00000172409,NP_006822.1,Q92989,CLP1,ENSP00000434995.1,Q92989,1714
ENSG00000073712,NP_006823.1,Q96AC1,FERMT2,ENSP00000340391.3,Q96AC1,987
ENSG00000168090,NP_006824.2,Q7L5N1,COPS6,ENSP00000304102.3,Q7L5N1,4290
ENSG00000118508,NP_006825.1,Q13637,RAB32,ENSP00000356465.3,Q13637,544
ENSG00000166974,NP_055083.1,Q15555,MAPRE2,ENSP00000300249.4,Q15555,1488
ENSG00000118816,NP_006826.1,Q14094,CCNI,ENSP00000237654.4,Q14094,1488
ENSG00000089154,NP_006827.1,Q92616,GCN1,ENSP00000300648.6,Q92616,4290
ENSG00000121022,NP_006828.2,Q92905,COPS5,ENSP00000350512.4,Q92905,1714
ENSG00000111142,NP_006829.1,P50579,METAP2,ENSP00000325312.5,P50579,987
ENSG00000132305,NP_006830.2,Q16891,IMMT,ENSP00000387262.3,Q16891,1488
ENSG00000105609,NP_001074911.2,O75023,LILRB5,ENSP00000406478.1,O75023,168
ENSG00000188338,NP_006832.1,Q99624,SLC38A3,ENSP00000481301.1,Q99624,1064
ENSG00000087365,NP_006833.2,Q13435,SF3B2,ENSP00000318861.6,Q13435,4290
ENSG00000135094,NP_006834.2,P20132,SDS,ENSP00000257549.4,P20132,4290
ENSG00000105135,NP_006835.2,A1L0T0,ILVBL,ENSP00000263383.3,A1L0T0,1488
ENSG00000083807,NP_036386.1,Q9Y2P5,SLC27A5,ENSP00000263093.2,Q9Y2P5,4290
ENSG00000167114,NP_005085.2,Q6P1M0,SLC27A4,ENSP00000300456.3,Q6P1M0,4290
ENSG00000143554,NP_077306.3,Q5K4L6,SLC27A3,ENSP00000485061.2,Q5K4L6,332
ENSG00000140284,NP_003636.2,O14975,SLC27A2,ENSP00000267842.5,O14975,424
ENSG00000142945,NP_006836.2,Q99661,KIF2C,ENSP00000361298.4,Q99661,987
ENSG00000133710,NP_006837.2,Q9NQ38,SPINK5,ENSP00000256084.7,Q9NQ38,244
ENSG00000186818,NP_001265355.2,A0A8Q3SHR1,LILRB4,ENSP00000511897.1,A0A8Q3SHR1,168
ENSG00000175602,NP_006839.2,Q15834,CCDC85B,ENSP00000311695.2,Q15834,454
ENSG00000162892,NP_006841.1,Q13007,IL24,ENSP00000294984.2,Q13007,244
ENSG00000139278,NP_006842.2,P48060,GLIPR1,ENSP00000266659.3,P48060,680
ENSG00000146872,NP_006843.2,Q86UE8,TLK2,ENSP00000275780.7,Q86UE8,987
ENSG00000167757,NP_001129504.1,Q9UBX7,KLK11,ENSP00000413958.2,Q9UBX7,244
ENSG00000158164,NP_068832.1,P0CG34,TMSB15A,ENSP00000289373.4,P0CG34,36
ENSG00000136240,NP_006845.1,P33947,KDELR2,ENSP00000258739.4,P33947,950
ENSG00000100196,NP_006846.1,O43731,KDELR3,ENSP00000216014.4,O43731,454
ENSG00000170653,NP_006847.1,P17544,ATF7,ENSP00000399465.1,P17544,1292
ENSG00000124380,NP_006848.1,Q8WVK2,SNRNP27,ENSP00000244227.3,Q8WVK2,3
ENSG00000099203,NP_006849.1,Q13445,TMED1,ENSP00000214869.1,Q13445,544
ENSG00000121897,NP_006850.2,O43766,LIAS,ENSP00000492260.1,O43766,1292
ENSG00000100360,NP_001171172.1,Q9BW83,IFT27,ENSP00000393541.2,Q9BW83,4290
ENSG00000111737,NP_006852.1,Q15286,RAB35,ENSP00000229340.5,Q15286,645
ENSG00000182134,NP_001077434.1,Q9Y2W6,TDRKH,ENSP00000357815.3,Q9Y2W6,645
ENSG00000148704,NP_001106175.1,Q5SQQ9,VAX1,ENSP00000358207.4,Q5SQQ9,680
ENSG00000104974,NP_006854.1,O75019,LILRA1,ENSP00000251372.3,O75019,168
ENSG00000204577,NP_006855.3,C9JWL8,LILRB3,ENSP00000388199.2,C9JWL8,168
ENSG00000239998,NP_001124389.2,Q8N149,LILRA2,ENSP00000375618.3,Q8N149,168
ENSG00000157110,NP_001008710.1,Q93062,RBPMS,ENSP00000380486.4,Q93062,382
ENSG00000168461,NP_006859.2,Q13636,RAB31,ENSP00000461945.2,Q13636,645
ENSG00000105963,NP_006860.2,O75689,ADAP1,ENSP00000265846.5,O75689,645
ENSG00000125868,NP_006861.1,P60981,DSTN,ENSP00000246069.6,P60981,454
ENSG00000129465,NP_006862.2,Q9Y572,RIPK3,ENSP00000216274.5,Q9Y572,645
ENSG00000242441,NP_006863.2,Q9UNN4,GTF2A1L,ENSP00000384597.3,Q9UNN4,3
ENSG00000243244,NP_006864.2,Q9Y6Q2,STON1,ENSP00000385273.1,Q9Y6Q2,544
ENSG00000102096,NP_006866.2,Q9P1W9,PIM2,ENSP00000365692.4,Q9P1W9,168
ENSG00000174684,NP_006867.1,O43505,B4GAT1,ENSP00000309096.4,O43505,950
ENSG00000080561,NP_036348.2,Q9UJV3,MID2,ENSP00000262843.6,Q9UJV3,544
ENSG00000112941,NP_008930.2,Q5XG87,TENT4A,ENSP00000230859.7,Q5XG87,645
ENSG00000105668,NP_008931.1,O00322,UPK1A,ENSP00000222275.2,O00322,645
ENSG00000130958,NP_008932.2,Q76EJ3,SLC35D2,ENSP00000253270.7,Q76EJ3,1292
ENSG00000130706,NP_008933.2,Q16186,ADRM1,ENSP00000253003.2,Q16186,1488
ENSG00000167005,NP_008937.1,O43809,NUDT21,ENSP00000300291.5,O43809,1714
ENSG00000111605,NP_008938.2,Q16630,CPSF6,ENSP00000391774.2,Q16630,645
ENSG00000060491,NP_031372.2,Q9NZT2,OGFR,ENSP00000290291.6,Q9NZT2,454
ENSG00000042813,NP_008940.2,Q9BS86,ZPBP,ENSP00000046087.2,Q9BS86,332
ENSG00000278053,NP_008941.3,Q9Y2R4,DDX52,ENSP00000479504.1,Q9Y2R4,1714
ENSG00000140526,NP_690888.1,P08910,ABHD2,ENSP00000268129.5,P08910,1488
ENSG00000123124,NP_008944.1,Q9H0M0,WWP1,ENSP00000427793.1,Q9H0M0,1488
ENSG00000198373,NP_001257383.1,O00308,WWP2,ENSP00000352069.2,O00308,424
ENSG00000136110,NP_008946.1,O75829,CNMD,ENSP00000367198.3,O75829,680
ENSG00000105865,NP_853559.1,O95620,DUS4L,ENSP00000265720.3,O95620,1488
ENSG00000039600,NP_848511.1,O94993,SOX30,ENSP00000265007.6,O94993,950
ENSG00000119397,NP_008949.4,Q7Z7A1,CNTRL,ENSP00000362962.1,Q7Z7A1,950
ENSG00000175063,NP_008950.1,O00762,UBE2C,ENSP00000348838.4,O00762,1488
ENSG00000184209,NP_073208.1,Q16560,SNRNP35,ENSP00000432595.2,Q16560,454
ENSG00000165507,NP_008952.1,Q9NTK1,DEPP1,ENSP00000298295.3,Q9NTK1,18
ENSG00000114395,NP_001278213.1,O14569,CYB561D2,ENSP00000400454.1,O14569,987
ENSG00000091428,NP_008954.2,Q8WZA2,RAPGEF4,ENSP00000380271.3,Q8WZA2,645
ENSG00000126062,NP_008955.1,Q12893,TMEM115,ENSP00000266025.3,Q12893,1488
ENSG00000276023,NP_008957.1,O95147,DUSP14,ENSP00000478595.1,O95147,424
ENSG00000163781,NP_008958.2,Q92547,TOPBP1,ENSP00000260810.5,Q92547,645
ENSG00000204616,NP_008959.3,Q9BZY9,TRIM31,ENSP00000365924.3,Q9BZY9,36
ENSG00000104435,NP_008960.2,Q93045,STMN2,ENSP00000220876.7,Q93045,544
ENSG00000171368,NP_008961.1,O94811,TPPP,ENSP00000353785.5,O94811,645
ENSG00000160207,NP_008962.1,O75031,HSF2BP,ENSP00000291560.2,O75031,645
ENSG00000100106,NP_001034230.1,Q9H2D6,TRIOBP,ENSP00000496394.1,Q9H2D6,810
ENSG00000157916,NP_008964.3,O15258,RER1,ENSP00000475168.1,O15258,4290
ENSG00000162616,NP_008965.2,Q9UDY4,DNAJB4,ENSP00000359799.5,Q9UDY4,645
ENSG00000139330,NP_008966.1,O60938,KERA,ENSP00000266719.3,O60938,645
ENSG00000164283,NP_008967.1,Q9NQ30,ESM1,ENSP00000370812.4,Q9NQ30,645
ENSG00000101191,NP_001180298.1,Q9BTC0,DIDO1,ENSP00000378752.1,Q9BTC0,645
ENSG00000134249,NP_068566.2,Q9UKF2,ADAM30,ENSP00000358407.1,Q9UKF2,1292
ENSG00000168594,NP_055084.3,Q9UKF5,ADAM29,ENSP00000352177.3,Q9UKF5,1292
ENSG00000196363,NP_060058.1,P61964,WDR5,ENSP00000351446.3,P61964,1488
ENSG00000165698,NP_001303826.1,Q96E40,SPACA9,ENSP00000348659.5,Q96E40,680
ENSG00000160323,NP_620596.2,Q76LX8,ADAMTS13,ENSP00000347927.2,Q76LX8,544
ENSG00000160325,NP_060056.1,Q9UGQ2,CACFD1,ENSP00000317121.4,Q9UGQ2,950
ENSG00000134917,NP_008968.4,Q9UP79,ADAMTS8,ENSP00000257359.6,Q9UP79,454
ENSG00000154736,NP_008969.2,Q9UNA0,ADAMTS5,ENSP00000284987.5,Q9UNA0,544
ENSG00000136243,NP_031368.1,O15504,NUP42,ENSP00000258742.5,O15504,680
ENSG00000150687,NP_009104.3,O95084,PRSS23,ENSP00000280258.4,O95084,680
ENSG00000070778,NP_008970.2,Q16825,PTPN21,ENSP00000452414.1,Q16825,645
ENSG00000105323,NP_008971.2,Q9BUJ2,HNRNPUL1,ENSP00000375863.2,Q9BUJ2,645
ENSG00000107669,NP_001001976.1,O95260,ATE1,ENSP00000224652.6,O95260,1488
ENSG00000163684,NP_008973.1,O95059,RPP14,ENSP00000295959.5,O95059,680
ENSG00000111615,NP_008974.5,Q13601,KRR1,ENSP00000229214.4,Q13601,4290
ENSG00000186625,NP_008975.1,O75449,KATNA1,ENSP00000356381.2,O75449,645
ENSG00000126856,NP_001091643.1,Q9NQW5,PRDM7,ENSP00000396732.2,Q9NQW5,645
ENSG00000138738,NP_061169.2,Q9NQX1,PRDM5,ENSP00000264808.3,Q9NQX1,645
ENSG00000110851,NP_036538.3,Q9UKN5,PRDM4,ENSP00000228437.5,Q9UKN5,645
ENSG00000106049,NP_689953.1,P31937,HIBADH,ENSP00000265395.2,P31937,680
ENSG00000122966,NP_001193928.1,O14578,CIT,ENSP00000376306.2,O14578,645
ENSG00000213066,NP_008976.1,O95684,CEP43,ENSP00000355812.3,O95684,645
ENSG00000138080,NP_008977.1,Q9Y6C2,EMILIN1,ENSP00000369677.4,Q9Y6C2,645
ENSG00000186470,NP_008978.2,P78410,BTN3A2,ENSP00000366937.2,P78410,382
ENSG00000026950,NP_008979.3,O00481,BTN3A1,ENSP00000289361.6,O00481,36
ENSG00000112763,NP_008980.1,Q7KYR7,BTN2A1,ENSP00000312158.5,Q7KYR7,78
ENSG00000196090,NP_008981.4,O14522,PTPRT,ENSP00000362283.1,O14522,544
ENSG00000117602,NP_038469.1,Q9UKA8,RCAN3,ENSP00000363516.3,Q9UKA8,680
ENSG00000185104,NP_008982.1,Q9UNN5,FAF1,ENSP00000379457.2,Q9UNN5,1488
ENSG00000117281,NP_008984.1,O95971,CD160,ENSP00000358294.1,O95971,132
ENSG00000131437,NP_001287720.1,E9PES4,KIF3A,ENSP00000385808.1,E9PES4,4290
ENSG00000148606,NP_008986.2,O14802,POLR3A,ENSP00000361446.3,O14802,645
ENSG00000104859,NP_008987.2,A0A0A0MQS2,CLASRP,ENSP00000221455.3,A0A0A0MQS2,987
ENSG00000122952,NP_008988.2,O95229,ZWINT,ENSP00000363055.3,O95229,168
ENSG00000137225,NP_008989.2,Q9UMQ6,CAPN11,ENSP00000381758.1,Q9UMQ6,886
ENSG00000142330,NP_075571.2,Q9HC96,CAPN10,ENSP00000375844.2,Q9HC96,1488
ENSG00000118162,NP_008990.2,Q9Y664,KPTN,ENSP00000337850.2,Q9Y664,1064
ENSG00000128283,NP_689449.1,Q00587,CDC42EP1,ENSP00000249014.4,Q00587,454
ENSG00000021488,NP_055085.1,P82251,SLC7A9,ENSP00000023064.3,P82251,4290
ENSG00000136045,NP_008993.1,Q13610,PWP1,ENSP00000387365.3,Q13610,4290
ENSG00000204634,NP_001317277.1,J3KQ40,TBC1D8,ENSP00000386856.1,J3KQ40,544
ENSG00000105401,NP_008996.1,Q16543,CDC37,ENSP00000222005.1,Q16543,1292
ENSG00000169306,NP_055086.1,Q9NZN1,IL1RAPL1,ENSP00000368278.1,Q9NZN1,680
ENSG00000168734,NP_001268374.1,Q9Y2B9,PKIG,ENSP00000361977.1,Q9Y2B9,382
ENSG00000136504,NP_008998.1,O95251,KAT7,ENSP00000259021.4,O95251,680
ENSG00000100206,NP_008999.2,Q14565,DMC1,ENSP00000216024.2,Q14565,987
ENSG00000176485,NP_001121675.1,P53816,PLAAT3,ENSP00000389124.1,P53816,332
ENSG00000174842,NP_444504.1,Q92990,GLMN,ENSP00000359385.3,Q92990,950
ENSG00000114455,NP_001269485.1,Q9UM44,HHLA2,ENSP00000419207.1,Q9UM44,544
ENSG00000112276,NP_001186492.1,Q8NE79,BVES,ENSP00000313172.5,Q8NE79,680
ENSG00000102879,NP_009005.1,P31146,CORO1A,ENSP00000219150.6,P31146,454
ENSG00000196998,NP_001025067.1,Q9Y484,WDR45,ENSP00000365551.3,Q9Y484,987
ENSG00000198855,NP_009007.2,Q9BVA6,FICD,ENSP00000446479.1,Q9BVA6,645
ENSG00000100478,NP_001121598.1,Q9Y587,AP4S1,ENSP00000438170.2,Q9Y587,645
ENSG00000122367,NP_001354996.1,O75112,LDB3,ENSP00000263066.7,O75112,680
ENSG00000122367,NP_009009.1,O75112,LDB3,ENSP00000355296.3,O75112,680
ENSG00000184489,NP_116000.1,O75365,PTP4A3,ENSP00000428976.1,O75365,645
ENSG00000164167,NP_009011.1,P62312,LSM6,ENSP00000296581.5,P62312,1488
ENSG00000079974,NP_001124391.1,Q9UNT1,RABL2B,ENSP00000509250.1,Q9UNT1,1714
ENSG00000144134,NP_001293087.1,Q9UBK7,RABL2A,ENSP00000507832.1,Q9UBK7,1714
ENSG00000147475,NP_009106.1,O94905,ERLIN2,ENSP00000428112.1,O94905,987
ENSG00000133935,NP_009107.1,Q9UKR5,ERG28,ENSP00000256319.6,Q9UKR5,645
ENSG00000170917,NP_009014.2,P53370,NUDT6,ENSP00000306070.5,P53370,544
ENSG00000173598,NP_061967.3,Q9NZJ9,NUDT4,ENSP00000406612.2,Q9NZJ9,645
ENSG00000165609,NP_054861.2,Q9UKK9,NUDT5,ENSP00000419628.1,Q9UKK9,645
ENSG00000272325,NP_006694.1,O95989,NUDT3,ENSP00000476119.1,O95989,987
ENSG00000125285,NP_009015.1,Q9Y651,SOX21,ENSP00000366144.2,Q9Y651,950
ENSG00000163430,NP_009016.1,Q12841,FSTL1,ENSP00000295633.3,Q12841,680
ENSG00000164985,NP_150091.2,O75475,PSIP1,ENSP00000370109.4,O75475,645
ENSG00000198554,NP_009017.1,O75717,WDHD1,ENSP00000353793.3,O75717,1714
ENSG00000168309,NP_001070246.1,O95990,FAM107A,ENSP00000354270.2,O95990,680
ENSG00000023734,NP_009109.3,Q9Y3F4,STRAP,ENSP00000392270.2,Q9Y3F4,4290
ENSG00000120210,NP_009110.2,Q9Y581,INSL6,ENSP00000371054.3,Q9Y581,382
ENSG00000136378,NP_055087.2,Q9UKP4,ADAMTS7,ENSP00000373472.4,Q9UKP4,645
ENSG00000049192,NP_922932.2,Q9UKP5,ADAMTS6,ENSP00000370443.3,Q9UKP5,680
ENSG00000076108,NP_001287834.1,F8VU39,BAZ2A,ENSP00000447941.1,F8VU39,4290
ENSG00000198604,NP_038476.2,Q9NRL2,BAZ1A,ENSP00000353458.1,Q9NRL2,1292
ENSG00000061337,NP_066300.1,Q9Y250,LZTS1,ENSP00000370981.1,Q9Y250,454
ENSG00000198839,NP_068834.2,Q9NRM2,ZNF277,ENSP00000354501.3,Q9NRM2,1488
ENSG00000178252,NP_060501.4,Q9NNW5,WDR6,ENSP00000477389.1,Q9NNW5,1292
ENSG00000118094,NP_009111.2,O43280,TREH,ENSP00000264029.5,O43280,454
ENSG00000160326,NP_060055.2,Q9UGQ3,SLC2A6,ENSP00000360966.4,Q9UGQ3,680
ENSG00000012983,NP_006566.2,A0A804HIS2,MAP4K5,ENSP00000507200.1,A0A804HIS2,544
ENSG00000104814,NP_001036065.1,Q92918,MAP4K1,ENSP00000380066.1,Q92918,454
ENSG00000241644,NP_006765.4,O95050,INMT,ENSP00000013222.5,O95050,454
ENSG00000068028,NP_009113.3,Q9NS23,RASSF1,ENSP00000352323.4,Q9NS23,987
ENSG00000184363,NP_009114.1,Q9Y446,PKP3,ENSP00000331678.2,Q9Y446,987
ENSG00000010322,NP_009115.3,Q9Y2I1,NISCH,ENSP00000339958.4,Q9Y2I1,1488
ENSG00000159409,NP_009116.3,Q5SZQ8,CELF3,ENSP00000290583.4,Q5SZQ8,454
ENSG00000126001,NP_009117.2,Q9BV73,CEP250,ENSP00000380661.1,Q9BV73,810
ENSG00000120688,NP_009118.1,O75554,WBP4,ENSP00000368801.3,O75554,950
ENSG00000197150,NP_009119.2,Q9NUT2,ABCB8,ENSP00000351717.4,Q9NUT2,1488
ENSG00000107651,NP_009121.1,Q9Y6Y8,SEC23IP,ENSP00000358071.3,Q9Y6Y8,645
ENSG00000156076,NP_009122.2,Q9Y5W5,WIF1,ENSP00000286574.4,Q9Y5W5,1064
ENSG00000092201,NP_009123.1,Q9Y5B9,SUPT16H,ENSP00000216297.2,Q9Y5B9,1714
ENSG00000109511,NP_009124.2,Q9UJ72,ANXA10,ENSP00000352248.3,Q9UJ72,987
ENSG00000183765,NP_009125.1,O96017,CHEK2,ENSP00000385747.1,O96017,1488
ENSG00000101751,NP_009126.2,Q9UNA4,POLI,ENSP00000462664.1,Q9UNA4,680
ENSG00000129455,NP_009127.1,O60259,KLK8,ENSP00000512260.1,O60259,168
ENSG00000111432,NP_009128.1,Q9ULW2,FZD10,ENSP00000229030.4,Q9ULW2,680
ENSG00000147471,NP_009129.1,O94903,PLPBP,ENSP00000333551.3,O94903,4290
ENSG00000090376,NP_009130.2,Q9Y616,IRAK3,ENSP00000261233.4,Q9Y616,1292
ENSG00000170776,NP_009131.2,Q12802,AKAP13,ENSP00000378026.3,Q12802,680
ENSG00000023516,NP_057332.1,Q9UKA4,AKAP11,ENSP00000025301.2,Q9UKA4,544
ENSG00000108599,NP_009133.2,O43572,AKAP10,ENSP00000225737.6,O43572,645
ENSG00000064703,NP_009135.4,Q9UHI6,DDX20,ENSP00000358716.4,Q9UHI6,645
ENSG00000183479,NP_542432.2,Q9BQ50,TREX2,ENSP00000359251.2,Q9BQ50,25
ENSG00000143507,NP_009138.1,Q9Y6W6,DUSP10,ENSP00000355866.3,Q9Y6W6,645
ENSG00000114686,NP_009139.1,P09001,MRPL3,ENSP00000264995.2,P09001,4290
ENSG00000136942,NP_009140.1,P42766,RPL35,ENSP00000259469.4,P42766,4290
ENSG00000139629,NP_009141.2,Q8NCL4,GALNT6,ENSP00000348668.2,Q8NCL4,987
ENSG00000136542,NP_055383.1,Q7Z7M9,GALNT5,ENSP00000259056.4,Q7Z7M9,987
ENSG00000123094,NP_001381027.1,Q8NHQ8,RASSF8,ENSP00000510086.1,Q8NHQ8,680
ENSG00000243279,NP_009144.1,O60831,PRAF2,ENSP00000451962.2,O60831,3
ENSG00000025796,NP_009145.1,Q9UGP8,SEC63,ENSP00000357998.4,Q9UGP8,1488
ENSG00000256525,NP_009146.2,Q9UHN1,POLG2,ENSP00000442563.2,Q9UHN1,645
ENSG00000110756,NP_852608.1,Q9UPZ3,HPS5,ENSP00000265967.5,Q9UPZ3,680
ENSG00000114209,NP_009148.2,Q9BUL8,PDCD10,ENSP00000376506.2,Q9BUL8,987
ENSG00000170881,NP_009149.2,Q8WU17,RNF139,ENSP00000304051.4,Q8WU17,810
ENSG00000101236,NP_001127809.1,Q9Y225,RNF24,ENSP00000351166.6,Q9Y225,645
ENSG00000169239,NP_009151.1,Q9Y2D0,CA5B,ENSP00000314099.3,Q9Y2D0,680
ENSG00000117115,NP_031391.2,Q9Y2J8,PADI2,ENSP00000364635.4,Q9Y2J8,645
ENSG00000160783,NP_009152.2,Q6P1K2,PMF1,ENSP00000357260.3,Q6P1K2,454
ENSG00000165156,NP_009153.3,Q9UKY1,ZHX1,ENSP00000378938.2,Q9UKY1,680
ENSG00000166073,NP_009154.1,Q14439,GPR176,ENSP00000453076.1,Q14439,645
ENSG00000182379,NP_009155.1,O95158,NXPH4,ENSP00000333593.6,O95158,645
ENSG00000182575,NP_009156.2,O95157,NXPH3,ENSP00000329295.6,O95157,645
ENSG00000144227,NP_009157.1,O95156,NXPH2,ENSP00000272641.3,O95156,645
ENSG00000135973,NP_009158.3,Q9Y5Y3,GPR45,ENSP00000258456.1,Q9Y5Y3,645
ENSG00000183134,NP_004769.2,Q9Y5Y4,PTGDR2,ENSP00000332812.4,Q9Y5Y4,244
ENSG00000100266,NP_001171899.1,Q9UNF0,PACSIN2,ENSP00000263246.3,Q9UNF0,1064
ENSG00000177239,NP_057303.2,Q9UKM7,MAN1B1,ENSP00000360645.4,Q9UKM7,987
ENSG00000268104,NP_009162.1,Q9UN76,SLC6A14,ENSP00000470801.1,Q9UN76,55
ENSG00000101180,NP_009163.2,Q9Y5N1,HRH3,ENSP00000342560.5,Q9Y5N1,424
ENSG00000137100,NP_009165.1,O75935,DCTN3,ENSP00000259632.7,O75935,680
ENSG00000168386,NP_001374779.1,H7C4M0,FILIP1L,ENSP00000417617.2,H7C4M0,680
ENSG00000184575,NP_009166.2,O43592,XPOT,ENSP00000327821.5,O43592,1714
ENSG00000187446,NP_009167.1,Q99653,CHP1,ENSP00000335632.5,Q99653,1292
ENSG00000079263,NP_009168.4,Q13342,SP140,ENSP00000375899.3,Q13342,382
ENSG00000101417,NP_009169.3,Q9Y6I8,PXMP4,ENSP00000386385.3,Q9Y6I8,680
ENSG00000081721,NP_009171.1,Q9UNI6,DUSP12,ENSP00000356920.4,Q9UNI6,645
ENSG00000159210,NP_009172.2,Q96H20,SNF8,ENSP00000421380.1,Q96H20,4290
ENSG00000157349,NP_009173.1,Q9UMR2,DDX19B,ENSP00000288071.7,Q9UMR2,645
ENSG00000137404,NP_001371298.1,Q8IXM6,NRM,ENSP00000365603.5,Q8IXM6,680
ENSG00000111215,NP_009175.2,Q16378,PRR4,ENSP00000228811.4,Q16378,55
ENSG00000168488,NP_009176.2,Q8WWM7,ATXN2L,ENSP00000338718.4,Q8WWM7,454
ENSG00000184979,NP_059110.2,Q9UMW8,USP18,ENSP00000215794.7,Q9UMW8,544
ENSG00000109466,NP_009177.3,O95198,KLHL2,ENSP00000226725.6,O95198,645
ENSG00000275066,NP_009178.3,Q9UMZ2,SYNRG,ENSP00000483453.1,Q9UMZ2,950
ENSG00000213689,NP_338599.1,Q9NSU2,TREX1,ENSP00000486676.2,Q9NSU2,18
ENSG00000118922,NP_001387065.1,Q9Y4X4,KLF12,ENSP00000515592.1,Q9Y4X4,950
ENSG00000102349,NP_009181.2,O95600,KLF8,ENSP00000417303.1,O95600,950
ENSG00000168356,NP_001336182.1,Q9UI33,SCN11A,ENSP00000307599.3,Q9UI33,382
ENSG00000106536,NP_001357888.1,A0A6E1XZL4,POU6F2,ENSP00000430514.3,A0A6E1XZL4,950
ENSG00000161013,NP_055090.1,Q9UQ53,MGAT4B,ENSP00000292591.7,Q9UQ53,680
ENSG00000186526,NP_009184.1,P98187,CYP4F8,ENSP00000477567.1,P98187,168
ENSG00000039650,NP_009185.2,Q96T60,PNKP,ENSP00000323511.2,Q96T60,1488
ENSG00000027847,NP_009186.1,Q9UBV7,B4GALT7,ENSP00000029410.5,Q9UBV7,987
ENSG00000137491,NP_009187.1,A0A024R5I4,SLCO2B1,ENSP00000289575.5,A0A024R5I4,244
ENSG00000136631,NP_009190.2,Q9NRW7,VPS45,ENSP00000495563.1,Q9NRW7,4290
ENSG00000011009,NP_009191.1,O95372,LYPLA2,ENSP00000363638.3,O95372,4290
ENSG00000167851,NP_009192.2,Q9UGN4,CD300A,ENSP00000353259.3,Q9UGN4,132
ENSG00000116288,NP_009193.2,Q99497,PARK7,ENSP00000340278.5,Q99497,4290
ENSG00000105669,NP_009194.2,O14579,COPE,ENSP00000262812.3,O14579,1714
ENSG00000124232,NP_055091.2,Q9UBG7,RBPJL,ENSP00000341243.3,Q9UBG7,987
ENSG00000166856,NP_009195.1,O15218,GPR182,ENSP00000300098.1,O15218,454
ENSG00000122882,NP_009196.1,O95905,ECD,ENSP00000362070.4,O95905,1488
ENSG00000071073,NP_036346.1,Q9UM21,MGAT4A,ENSP00000377127.1,Q9UM21,680
ENSG00000198522,NP_009197.3,Q9HCN4,GPN1,ENSP00000476446.1,Q9HCN4,4290
ENSG00000141524,NP_001120670.1,Q7Z403,TMC6,ENSP00000465261.1,Q7Z403,680
ENSG00000198231,NP_987095.1,Q86XP3,DDX42,ENSP00000374574.2,Q86XP3,4290
ENSG00000155659,NP_009199.1,Q9Y279,VSIG4,ENSP00000363869.4,Q9Y279,454
ENSG00000122642,NP_009201.2,O95302,FKBP9,ENSP00000242209.4,O95302,4290
ENSG00000112079,NP_009202.1,Q15208,STK38,ENSP00000229812.7,Q15208,1714
ENSG00000162438,NP_009203.2,Q99895,CTRC,ENSP00000365116.4,Q99895,168
ENSG00000215021,NP_001138303.1,Q99623,PHB2,ENSP00000441875.1,Q99623,1714
ENSG00000097021,NP_009205.3,O00154,ACOT7,ENSP00000354615.4,O00154,987
ENSG00000106244,NP_055706.1,Q13442,PDAP1,ENSP00000222968.4,Q13442,1488
