NP_001079.1	F1T0I5
NP_060889.1	P35713
NP_061129.1	Q9NRR1
NP_110388.2	P56705
NP_060015.1	A8K058
NP_061848.2	Q9NYB0
NP_061849.2	A0A024R0W3
NP_061853.1	A4D1U0
NP_733746.1	Q9HAT2
NP_851820.1	Q9NZ94
NP_061854.1	Q8IXB1
NP_061856.1	Q9NY12
NP_061855.1	Q9Y548
NP_061857.3	Q8WYL5
NP_001026872.2	Q9P283
NP_061859.4	Q8TE82
NP_061865.1	Q9NXV2
NP_061861.1	Q9NXC2
NP_061863.1	O75995
NP_061866.1	Q8WYP3
NP_061862.1	Q9P2N5
NP_061867.1	Q6P3S6
NP_061155.2	A0A024RA49
NP_114107.2	P82921
NP_060927.1	A0A024RB45
NP_061871.1	A0A024R8H7
NP_061868.1	Q9BXT6
NP_001030022.1	Q9H6L5
NP_061876.3	A0A024R9W1
NP_061875.2	Q9NY74
NP_061878.3	A0A024RA24
NP_061879.2	Q6FIF0
NP_061880.2	Q7L4S7
NP_061882.2	Q6FIE9
NP_061881.2	A0A024R1L3
NP_060566.2	Q9NVX2
NP_061883.1	P35900
NP_061877.1	Q9P2G1
NP_061886.2	A0A0S2Z5C7
NP_061888.1	Q9P2E5
NP_061956.2	Q9NUP7
NP_061891.1	Q9NUU6
NP_444267.1	Q9BY64
NP_073557.3	Q8WYQ5
NP_001258491.1	A0A0A8K8C2
NP_001136123.1	A8MQ27
NP_061895.3	Q96JJ7
NP_061896.1	A0A024R726
NP_061897.1	Q9P2D3
NP_787033.1	Q9NWM0
NP_001092104.1	A0AV96
NP_112601.3	A0A024RA40
NP_061907.2	Q9HBH0
NP_061901.2	Q8IUH4
NP_061905.2	Q6UY14
NP_061903.2	Q7Z478
NP_061908.1	Q9HCL0
NP_061910.1	Q9NPD3
NP_061914.3	Q9UGC7
NP_061916.3	Q7Z5R6
NP_077726.1	Q9NQI0
NP_061915.2	Q96PZ0
NP_061917.3	Q567U6
NP_061919.1	Q6P6B7
NP_060020.1	Q8N344
NP_061921.2	Q9NWL6
NP_061918.3	Q5JSH3
NP_061924.1	Q8N5N7
NP_001358324.1	Q70EK8
NP_001129470.1	Q9NX14
NP_061926.3	Q8TAG9
NP_061928.4	Q8WZ75
NP_061932.1	Q75MR5
NP_061933.1	Q9UGL9
NP_061931.1	A0A024QZQ6
NP_001094058.1	A0A024R899
NP_061935.1	Q9NXI6
NP_001035536.1	Q9C0I1
NP_061938.2	Q7Z6G3
NP_061942.2	Q86VZ2
NP_061943.2	Q9Y6V7
NP_001171748.1	A0A024R9Y6
NP_061945.1	Q96EQ0
NP_061944.2	Q9NXR8
NP_061939.3	Q9UJ55
NP_061946.1	A0A140VJV1
NP_061947.1	Q9NR61
NP_061948.1	Q5DT02
NP_061987.3	Q9H329
NP_001138424.1	Q58EX2
NP_001063.2	P19224
NP_061951.1	P35504
NP_061950.2	Q5DSZ7
NP_061949.3	Q5DSZ6
NP_443730.1	Q9BYB4
NP_071334.1	Q9GZT9
NP_065080.1	Q9NQ48
NP_065692.2	Q9NQ60
NP_061952.3	Q5T7N2
NP_115724.1	Q9BRK3
NP_061953.2	Q9NV92
NP_061955.1	Q9NY93
NP_001369708.1	H3BPZ0
NP_066307.1	O60656
NP_061959.2	Q8N0Z9
NP_061960.1	Q9NXU5
NP_060023.1	Q9ULG1
NP_061962.2	Q9Y543
NP_061961.2	A0A024R0H6
NP_001035540.1	Q8NBR6
NP_061963.3	Q9P2G4
NP_009051.1	P22310
NP_000454.1	P22309
NP_061966.1	P35503
NP_060671.3	A0A024R8C8
NP_060024.2	Q460N5
NP_001356379.1	Q6RFH5
NP_001127704.1	A0A024R9Z1
NP_061968.1	Q9UJA2
NP_060834.2	Q5VWQ0
NP_001093128.1	A4D0T1
NP_808808.1	Q9NXG6
NP_060423.3	Q9NWK9
NP_061969.3	A0A024RD30
NP_066974.2	Q9UKG9
NP_060914.2	A0A024R9C0
NP_060520.2	Q9H8J5
NP_060897.3	Q9NYV6
NP_060536.3	Q9H9Y4
NP_060294.1	Q9NX47
NP_061971.3	Q9NQW8
NP_064593.1	Q9NP91
NP_061193.2	Q9NWB1
NP_001352986.1	Q01804
NP_059986.1	Q14964
NP_059980.2	A0A024R7M0
NP_059985.2	Q8IXU6
NP_059991.1	Q99581
NP_059993.2	Q6GPH4
NP_059990.2	Q99549
NP_059996.1	O15243
NP_059997.3	Q17RY6
NP_060019.2	Q9UM22
NP_060029.1	Q8TC99
NP_060030.1	P0CG23
NP_060026.2	Q8WUP2
NP_060033.3	Q8NFM7
NP_060031.1	A1L443
NP_060036.2	Q8TBB5
NP_060035.2	L8B8N7
NP_060047.3	Q8IYS0
NP_060043.2	A0A140VJQ9
NP_001304703.1	A0A140VKB2
NP_060053.2	Q96DX7
NP_060050.2	Q9UGI0
NP_060064.2	Q96HU8
NP_060091.1	Q9NXW9
NP_060085.2	Q9NXX6
NP_060077.1	Q9BZL4
NP_060092.2	Q96GS4
NP_060096.4	Q9NXW2
NP_060104.2	Q7L273
NP_060080.6	A0A024R5T5
NP_060106.2	Q8TD43
NP_060107.3	Q6ZN30
NP_060108.2	Q9BUE0
NP_001120680.1	Q6N021
NP_060116.2	Q9H3H1
NP_060113.2	Q05BQ5
NP_060114.2	Q6TFL4
NP_060115.3	Q7Z4H7
NP_060119.3	Q9H8M5
NP_060122.2	Q9NXT0
NP_060125.4	A0A384P5H2
NP_001340143.1	A0A6Q8PF81
NP_001128303.1	Q8N157
NP_001123503.1	A0A024R7A3
NP_060129.2	Q9NXS2
NP_060128.2	Q9NXS3
NP_060124.2	Q5K651
NP_982261.2	Q6ULP2
NP_001287745.1	Q8TBK6
NP_060138.1	Q9NXR1
NP_001371457.1	A0A024R7M6
NP_060131.2	Q6N043
NP_060139.2	Q2NKX8
NP_001071107.1	Q6UWF7
NP_060143.4	Q5T5J6
NP_060151.2	A0A0S2Z5E8
NP_060146.2	Q9NXP7
NP_060145.3	Q9BYE9
NP_060152.2	Q8NFU1
NP_060156.1	Q9NXN4
NP_060142.3	Q96QT4
NP_060158.2	Q5W0U4
NP_060163.2	Q86UB2
NP_060161.2	Q8IUZ0
NP_060164.3	Q6ZSS7
NP_060167.2	Q6NXG1
NP_060169.2	Q9NXL6
NP_001229658.1	Q9NXL2
NP_060174.2	A0A024R398
NP_060173.1	Q9NXK8
NP_060175.3	A0A024R607
NP_060176.3	Q9H6Y2
NP_060179.2	Q5VWP2
NP_060178.2	Q2M2I3
NP_060182.1	Q9NXJ5
NP_060181.2	Q9HCC8
NP_001269789.1	Q3T8J9
NP_001026873.2	Q0PNE2
NP_060186.2	Q9NXJ0
NP_060189.3	A0A024R2Y6
NP_060191.3	Q6P1N0
NP_060196.1	Q9NXH3
NP_060193.2	Q9NXH8
NP_060198.3	A0A024R8L3
NP_060197.4	Q6NUQ4
NP_573441.2	Q8TE68
NP_942581.1	A1L3Z9
NP_060204.1	A0A0S2Z5E7
NP_001120650.1	Q5H8A4
NP_060211.3	Q9NXF7
NP_001157945.1	Q5T0N5
NP_060214.2	Q8TDW4
NP_060212.4	Q9C0B9
NP_060216.2	A0A024R169
NP_060218.1	Q9NXE8
NP_060220.3	Q6NUM9
NP_001116857.1	Q6W2J9
NP_997182.1	A0A024R154
NP_060228.3	Q6P6C2
NP_060222.2	Q0IIM8
NP_060225.4	Q08J23
NP_060229.3	Q53TQ3
NP_060224.3	Q6BDS2
NP_060230.5	Q86XI2
NP_060217.1	Q8IWZ3
NP_001035214.1	A0A024RAE3
NP_060240.3	A0A024QZV3
NP_060241.2	Q7Z7A4
NP_060233.3	Q68DV7
NP_060232.2	Q9NXD2
NP_001073312.1	Q86V15
NP_060245.3	A0A024RD83
NP_060243.2	Q8IWV1
NP_060244.2	Q5VV42
NP_060247.2	Q9NXB0
NP_060251.2	Q8TAV3
NP_060255.3	Q96EA4
NP_060259.4	Q9C0C4
NP_075447.1	Q9BZ95
NP_060263.2	Q9BUL9
NP_060271.1	Q9NX76
NP_060268.2	Q9BYJ9
NP_060269.3	Q9NX78
NP_001308712.2	Q5VWN6
NP_060272.3	Q86Y56
NP_001034779.1	P0CG13
NP_060276.2	Q9H400
NP_060281.2	Q712K3
NP_060273.1	A0A024R6Z7
NP_001271456.1	Q9NX65
NP_060275.2	Q5U651
NP_060283.3	A0A024R7W0
NP_060282.1	A4D1N4
NP_060284.1	Q9NX61
NP_060289.2	Q7L0Y3
NP_060291.2	Q9NX52
NP_001159741.1	Q9H6D7
NP_001306587.1	A0A140VJI5
NP_060295.1	Q9NX46
NP_060290.3	Q8N9H8
NP_060292.3	Q9H9L4
NP_060296.2	Q9NX45
NP_060298.2	Q9H0A8
NP_060297.1	Q9NP81
NP_060300.1	A0A024R9U3
NP_060301.2	Q96EQ8
NP_060302.1	Q9NX38
NP_001035282.1	Q9NX36
NP_060309.2	Q7L5N7
NP_060315.1	Q9NX08
NP_060311.1	Q9NX18
NP_060316.1	Q9NX07
NP_060310.1	Q9NX20
NP_060317.3	Q5SWX8
NP_001337699.1	Q9NX04
NP_001303872.1	Q8N5Y8
NP_060323.1	Q9NX01
NP_060324.1	Q9NX00
NP_001035944.1	A0A024RBX2
NP_060325.3	A1E959
NP_060327.3	A0A024R5J4
NP_060328.3	Q9BVW5
NP_060331.3	Q8TBF5
NP_060330.2	Q9BUN1
NP_060329.2	Q9NWZ5
NP_060336.3	Q9BUB7
NP_001026875.1	Q8WUE5
NP_060337.2	Q9NWY4
NP_060338.3	A8K8G6
NP_001373920.1	A0A804HKG3
NP_060341.2	Q5TA45
NP_001245358.1	Q9GZN8
NP_060342.2	Q9NWX6
NP_060348.1	Q9NWW9
NP_060347.2	Q8N357
NP_060345.2	Q96DW6
NP_060351.1	Q9NWW6
NP_060352.1	A0A024R601
NP_060350.1	Q9NWW7
NP_060354.4	Q96BK5
NP_821174.1	Q24JP5
NP_060355.1	Q9NWW0
NP_060358.2	Q6NUN0
NP_060357.1	Q9NWV4
NP_054825.2	Q6IQ21
NP_060356.2	Q96C45
NP_060361.4	A0A024R082
NP_060366.1	Q9NWU2
NP_060368.2	Q969Z3
NP_060369.3	Q96BS2
NP_060367.1	Q9NWU1
NP_060370.1	Q9NWT8
NP_870992.2	Q7Z7L9
NP_001107580.1	Q5TAA0
NP_060375.4	A0A024RE09
NP_060377.1	Q6IAA8
NP_060376.2	A0A0S2Z5C3
NP_060381.2	A0A024R4V3
NP_060380.3	Q9BVS5
NP_060379.2	Q9NWS8
NP_060384.3	Q9BVV8
NP_060386.1	Q9NWS0
NP_060382.3	Q8IVU3
NP_060385.3	Q9NWS1
NP_060389.2	P56962
NP_060388.2	Q9NWR8
NP_060387.2	Q969Q6
NP_060394.1	Q9NWQ9
NP_001381888.1	D6RGC4
NP_060392.3	Q86UA1
NP_001345612.1	Q53H64
NP_060401.3	Q5R3I4
NP_060405.5	Q8NDB2
NP_001338193.2	Q9BSJ5
NP_891552.1	Q7Z4Q2
NP_060415.1	Q9BS91
NP_060404.4	Q8WWQ0
NP_060416.1	A0A090N7V8
NP_060413.2	A0A024R653
NP_060417.4	Q96EN8
NP_060425.2	A0A024R6P3
NP_060422.4	Q96EY7
NP_060418.4	Q76FK4
NP_060420.2	Q4G0X9
NP_001093888.1	Q96EN9
NP_001094093.1	A0A024QZ35
NP_060426.2	Q53H54
NP_060427.2	Q9H201
NP_060436.4	A5D8V6
NP_060440.2	Q9H7Z3
NP_060441.2	Q9BYC9
NP_060445.3	Q9H900
NP_110430.5	Q676U5
NP_060453.3	Q5MNZ9
NP_060452.3	Q5VX71
NP_001034864.2	Q8N1P7
NP_060456.3	Q9NWF4
NP_001340415.1	Q8N4H0
NP_060464.1	A0A024RDK7
NP_001372939.1	A0A804HK41
NP_001334898.1	A0A024RDT8
NP_060468.2	Q8IXQ3
NP_001137546.1	A0A024RC56
NP_060460.4	Q8NCN5
NP_060469.4	Q96EP0
NP_060474.1	Q9NWC5
NP_060478.3	A0A140VKG3
NP_060480.1	Q9NWB7
NP_060473.2	Q9BZF9
NP_060481.3	A0A024RDW4
NP_060479.3	Q9BX59
NP_060483.3	A7XYQ1
NP_060482.2	Q2KJY2
NP_060489.1	Q9NWA0
NP_060494.1	Q96HA8
NP_001129690.1	A0A024QZ97
NP_060488.2	A0A024R0X7
NP_060485.4	Q6NSI4
NP_060487.2	Q7Z3E2
NP_060499.3	Q6P2I7
NP_001371503.1	A0A024R0N7
NP_060495.2	Q9BRR8
NP_060505.2	A0A024R0K4
NP_060504.1	Q9NW82
NP_689876.2	Q86X27
NP_060506.6	Q96BY7
NP_060515.3	Q9NW68
NP_060510.1	Q9NW75
NP_060513.5	Q5XXA6
NP_060519.1	Q9NW61
NP_060518.1	A0A023T6R1
NP_060512.3	Q8IYM2
NP_060516.2	Q8N302
NP_060523.2	Q9H6D3
NP_060521.4	A0A140VK66
NP_001006635.1	Q68EM7
NP_877499.1	Q9H2J7
NP_060526.2	Q9GZU3
NP_060531.2	Q5VTL8
NP_060532.2	Q9NW38
NP_060538.2	Q8TC59
NP_060534.1	Q53H80
NP_060528.3	Q9NQ79
NP_060543.5	Q6AZZ1
NP_115518.3	Q8TEP8
NP_060542.4	Q9H583
NP_001137464.1	Q9BUR4
NP_060545.3	A0A024R2S0
NP_060547.2	A0A024R753
NP_060558.3	Q86YD7
NP_060548.2	Q659C4
NP_060549.4	Q8N5C6
NP_060546.2	A0A140VKF7
NP_060561.3	Q9H9T3
NP_060559.2	Q9H8Y5
NP_060556.2	Q5HY92
NP_001243804.1	Q53HL2
NP_060567.1	A0A024R9P0
NP_001127951.1	Q7L1W4
NP_060575.1	Q9NVV9
NP_001127861.1	A0A024QZS8
NP_786924.2	Q8N806
NP_001070819.1	A0A0S2Z5D9
NP_060581.2	Q9NVV2
NP_060582.1	Q9NVV0
NP_001009996.1	Q5D0E6
NP_060579.3	Q9NVV4
NP_060585.2	Q9NVU7
NP_060586.2	Q9BUK6
NP_060590.1	Q9NVT9
NP_060592.2	Q6PI48
NP_060594.3	Q6PCD5
NP_060596.2	A0A024R9W7
NP_060599.1	Q9NVS9
NP_060595.3	Q9HCE6
NP_060600.2	Q6PI26
NP_060601.4	Q53EZ4
NP_060605.1	Q9NVS2
NP_060602.2	Q7L2Z9
NP_060603.2	Q9HCI7
NP_060607.2	Q96LA8
NP_060608.1	Q9NVR7
NP_060609.2	Q9NVR5
NP_060611.2	A0A024RD03
NP_060612.2	Q9NVR2
NP_060613.1	A0A024R1T8
NP_060616.1	Q9HC36
NP_060614.2	Q9H9S3
NP_060615.1	A0A024R9P6
NP_001035706.2	Q8NG48
NP_060619.4	Q8ND04
NP_060620.2	Q5VTB9
NP_001098117.1	A0A384MEA9
NP_060621.3	Q5UIP0
NP_060629.2	Q96G61
NP_001291691.1	Q9NVM1
NP_060633.1	Q9NVM6
NP_060638.2	Q9NVL8
NP_001317074.1	B7WPL0
NP_060631.2	Q6IA69
NP_060641.2	Q8NEU8
NP_060639.4	Q9HCM1
NP_060640.2	A0A024RC37
NP_001371527.1	A0A2X0TW08
NP_060646.2	Q8N0V4
NP_060644.4	Q66K74
NP_060654.1	Q9NVJ2
NP_060648.2	Q9H4A5
NP_001161328.1	A3KN83
NP_001014305.1	Q6PH85
NP_001362841.1	Q9HCE3
NP_060659.3	Q7L190
NP_001073986.1	Q9C0A6
NP_060661.3	Q8NDN9
NP_060662.2	Q8IVL5
NP_789794.1	Q8IWZ6
NP_060665.3	A0A024R3H5
NP_060666.1	Q9NVH6
NP_001180289.1	Q9NVH0
NP_001106849.1	Q9NVI1
NP_001265141.1	A0A024QZM2
NP_060673.1	A0A024R981
NP_060678.2	A0A024R9A8
NP_060672.2	Q8N5G2
NP_060677.2	Q9BVG3
NP_001353094.1	Q9HCJ3
NP_060684.4	Q9BTT6
NP_078938.3	Q9H0A0
NP_060686.3	Q9NVE7
NP_060685.2	Q86V59
NP_060689.2	Q9NVE4
NP_060691.2	Q9H8S9
NP_001352408.1	A0A7I2YQ75
NP_060695.2	A0MNN4
NP_060698.2	Q9H8Y1
NP_060701.1	Q9NVC3
NP_060703.3	Q8N543
NP_060697.4	A0AVT1
NP_060710.3	Q96J84
NP_060712.2	Q96FL8
NP_060716.2	Q86WR0
NP_060714.3	Q3KRB6
NP_060722.2	Q9H813
NP_060718.3	Q8TAT5
NP_060725.1	Q6IA86
NP_060727.2	Q9NV79
NP_060734.2	Q9NV66
NP_060739.2	Q9BV57
NP_060736.1	Q9NV64
NP_060738.2	A0A0S2Z5E0
NP_060740.1	Q9NV56
NP_060741.3	Q86YJ6
NP_060733.4	Q76L83
NP_060742.4	F8W8F9
NP_060743.2	Q96AN5
NP_060749.2	A0A024RBA1
NP_060753.1	Q9NV35
NP_001185890.1	Q86YB7
NP_060745.3	Q8WVR3
NP_060755.1	Q9NV31
NP_001341838.1	Q8WXF1
NP_060756.2	Q9NV29
NP_060758.2	Q8WUB8
NP_060760.2	Q96G03
NP_001121631.1	Q5VIR6
NP_060761.3	Q96C11
NP_060762.3	Q9H0R6
NP_060765.4	Q9NV12
NP_060764.3	A0A0S2Z5E9
NP_060768.8	Q8TDD5
NP_060766.5	Q1X8D7
NP_060769.5	Q96B02
NP_001098099.1	A1MMX6
NP_060776.2	Q8WWA1
NP_060780.2	Q9HAW0
NP_001035787.1	Q8IX04
NP_001157633.1	Q5H9R7
NP_060787.2	Q8N5T2
NP_060786.1	A0A024R7N5
NP_001336727.1	Q969H0
NP_060788.3	A0A024RAW6
NP_060790.2	Q9H920
NP_060791.3	Q8TDN6
NP_001034791.1	Q9NV23
NP_060793.2	Q8TCG2
NP_060796.1	A0A090N7X0
NP_060797.2	Q9NUV7
NP_060807.2	A0A024R4S5
NP_060809.3	Q969G6
NP_060810.2	Q9BRF8
NP_060812.2	Q7Z5S9
NP_060802.1	Q9NUU7
NP_060814.4	Q9BZD2
NP_060816.1	Q9HA92
NP_060822.2	Q96EY4
NP_060817.1	Q9NUS5
NP_001291677.1	Q9NUR3
NP_060823.3	Q6P0N0
NP_060826.2	A0A024RE14
NP_060828.2	A0A0S2Z5L1
NP_060829.2	Q9NUQ7
NP_060827.2	Q9BRS8
NP_060832.1	Q9NUP9
NP_060831.2	A0A024R640
NP_060835.1	Q8NEH6
NP_001026879.2	Q5VYX0
NP_060836.1	Q9NUP1
NP_060837.3	Q9NUN7
NP_060840.2	A0A024RBF9
NP_060843.2	A0A024R670
NP_060846.2	Q9BS92
NP_060848.2	Q96CD0
NP_060851.2	Q9NUL5
NP_060845.2	C4N9M8
NP_060854.2	A0A090N8P9
NP_060859.4	B3KQH0
NP_060857.2	Q96SI9
NP_060855.2	Q9H089
NP_060853.3	Q9C0J8
NP_060860.1	Q9NUJ7
NP_060864.1	Q9NUJ1
NP_060863.3	Q9NUJ3
NP_060875.2	Q9NQ92
NP_060871.1	Q9NY57
NP_060867.2	Q8NE62
NP_060880.3	Q8NCD3
NP_060862.3	Q86YA3
NP_060893.2	Q6J9G0
NP_060890.2	Q8IZD6
NP_060895.1	Q9BTU6
NP_060957.2	A0A090N8H6
NP_060909.2	Q9P2X3
NP_001254500.1	Q9BYX2
NP_932095.1	A0A024R162
NP_060896.1	Q5T3F8
NP_665893.2	Q9HB75
NP_060960.2	Q9BXB1
NP_060979.2	Q96AG4
NP_060972.3	Q96DC7
NP_001073375.1	A0A024R4J5
NP_061026.2	Q9P1W8
NP_001107590.1	Q53F19
NP_061036.3	Q5VVQ6
NP_061029.2	A0A024RDS7
NP_061039.3	Q63HQ0
NP_061041.2	Q9C0K7
NP_061054.2	Q7Z7J9
NP_061060.3	A0A0S2Z5F5
NP_001123654.1	Q8WW22
NP_653337.1	Q7L592
NP_061108.3	A0A5K1VW28
NP_061092.3	Q9H300
NP_061111.1	A0A024R860
NP_061115.2	Q96HZ4
NP_061118.1	Q9NPE3
NP_061116.5	Q9H1D0
NP_061119.1	A0A024QZP6
NP_061126.2	A0A024RB82
NP_061124.1	Q9NZD1
NP_061134.1	Q9NR55
NP_061135.2	Q9NXZ2
NP_061137.1	Q9NY59
NP_001368831.1	Q9NXZ1
NP_061166.1	Q9H777
NP_061180.1	Q8N4L2
NP_061178.1	Q9BSK4
NP_061176.4	Q96HY7
NP_061181.1	Q8N4V2
NP_061189.2	A0A024RA51
NP_061182.3	Q8N336
NP_059965.2	Q9H0Z9
NP_061195.2	Q9NRM6
NP_061183.2	Q6XR72
NP_059979.2	Q9H2R5
NP_001073962.1	P16415
NP_061187.3	Q96JK9
NP_059982.2	Q7L5Y1
NP_001354802.1	P35712
NP_001188481.1	O75541
NP_938080.1	Q86SR1
NP_060018.1	Q9UKY7
NP_060016.3	Q9UKZ1
NP_060037.4	A0A384N6G7
NP_060017.1	Q96CU9
NP_059995.2	Q6DT37
NP_001014308.2	Q8NEM7
NP_060051.2	Q9UGM1
NP_060046.1	Q86VH2
NP_060034.9	Q8WWQ8
NP_060062.2	Q9NX70
NP_060054.4	Q9UGB7
NP_060052.3	Q7Z7E8
NP_060089.1	Q96LT9
NP_060069.3	Q9HBM0
NP_060082.2	Q6NZY4
NP_942595.1	Q9NSY1
NP_060095.2	Q8WWA0
NP_060102.1	Q9NXV6
NP_060110.4	Q5VZK9
NP_060103.2	Q96IP4
NP_001166935.1	Q7Z4S6
NP_060101.3	Q8IY21
NP_060140.2	Q96FW1
NP_060134.2	A0A024RE01
NP_060136.1	Q8ND82
NP_060141.3	Q9BQL6
NP_060147.2	Q96EF0
NP_060137.2	Q96JG6
NP_851850.1	A8K699
NP_060184.2	Q9H6P5
NP_060177.2	A0A024RAB1
NP_078980.3	Q96L93
NP_001013863.1	Q9UGK3
NP_001129507.1	A0A024R7I5
NP_055504.2	Q96BY6
NP_060210.2	Q9NXF8
NP_060206.2	A0A024R388
NP_060209.4	Q8WZA1
NP_060205.3	Q6P3X3
NP_060231.1	Q9NPJ4
NP_060421.3	A0A7P0TB24
NP_001373940.1	Q9C0C7
NP_060238.3	A0A140VJN3
NP_060227.2	Q9C0G0
NP_001123370.1	Q5JUW0
NP_060242.2	Q9NU19
NP_570901.3	Q6P5W5
NP_001107592.1	Q5TB30
NP_060239.2	Q7L622
NP_060267.2	Q9BX70
NP_060261.2	Q9UPI3
NP_001093224.1	Q9NX95
NP_060277.1	Q9NPF4
NP_060287.1	Q9NX57
NP_060308.1	Q9NX24
NP_060307.2	Q9NUD9
NP_060312.2	Q6P1K1
NP_942094.3	A0A804CEY2
NP_060319.1	O75204
NP_060335.2	Q9BU19
NP_060334.2	Q75QN2
NP_919442.1	A0A024R206
NP_060349.1	Q9BWM5
NP_060365.8	B7Z6D5
NP_060322.1	Q9NX02
NP_060383.2	Q7L3B6
NP_060372.2	Q9NWT6
NP_060378.1	Q9NWS9
NP_001071131.1	Q8TCY9
NP_060391.2	A0A024R8R4
NP_060396.2	A0A024R6E4
NP_284941.2	Q8IWA4
NP_001154875.1	Q7Z4I7
NP_001121121.1	A0A024R100
NP_001353361.1	Q6IN85
NP_060434.2	Q6NXT4
NP_001317032.1	Q8WXA3
NP_060439.2	Q96ST2
NP_060458.3	Q6P3W7
NP_078994.3	Q3YEC7
NP_060470.2	Q8N565
NP_060476.2	O75648
NP_958815.1	Q9NQ29
NP_060496.2	A0A024R5H6
NP_060493.3	Q9ULM3
NP_060509.2	Q6B0I6
NP_060517.1	Q9NW64
NP_060497.3	Q9P2Q2
NP_060522.3	Q08AM6
NP_060529.4	Q96JH8
NP_060530.3	Q9NSE4
NP_060544.2	Q9BW85
NP_001375419.1	D3DPS3
NP_060541.3	Q8TER5
NP_001352409.1	Q3V6T2
NP_060560.1	Q9NVZ3
NP_060552.4	Q9NW08
NP_060557.3	Q9BTX1
NP_001258712.1	A0A024RAW7
NP_001340753.1	Q9HCZ1
NP_060555.2	Q96P70
NP_060580.2	A0A024R6S2
NP_060583.2	A0A024R0Y9
NP_060589.1	Q9NVU0
NP_001073946.1	Q9P273
NP_060591.3	Q8IX21
NP_060587.8	Q9BZH6
NP_060624.1	A0A024R7G4
NP_060604.2	Q4KMZ1
NP_060610.2	Q9P209
NP_060634.2	Q9NVM9
NP_060598.3	Q2NL82
NP_001002860.2	Q9P203
NP_060649.3	A0A024RAY1
NP_060647.2	Q86UW6
NP_060664.2	Q5VTY9
NP_001070966.1	A0A024QZ60
NP_001306976.1	A0A024R922
NP_060668.2	Q9NVH1
NP_001229811.1	A0A7P0T9D8
NP_060679.1	Q8N6T3
NP_060676.2	Q96QK1
NP_060687.2	Q9BV94
NP_060694.2	A0A024RA60
NP_060699.3	A0A024R654
NP_060705.2	Q96KP4
NP_060700.2	Q8WUM0
NP_060692.3	Q9NVD7
NP_060708.1	A4D1U5
NP_060682.2	A0A4D6J698
NP_060707.2	Q8IX12
NP_060711.2	Q9NVA4
NP_060713.1	A0A384P5S0
NP_060715.2	Q9ULD0
NP_060717.1	Q9NV96
NP_060720.2	Q9NV88
NP_060726.3	Q53T99
NP_060719.4	Q96SN8
NP_060650.2	Q7L7V1
NP_064506.3	Q9NYU1
NP_060729.2	Q96AE7
NP_808760.1	A0A024RAS2
NP_001020095.1	A1LT29
NP_443715.1	Q9HBG6
NP_060767.2	Q96IV0
NP_060773.3	A0A024QZT2
NP_001186127.1	Q9NUY8
NP_060774.2	D2SNZ4
NP_060789.2	A0A024R6L5
NP_060792.1	Q9NPB0
NP_060811.1	Q5T6L9
NP_001157968.1	Q96MT7
NP_060818.4	Q8IYT2
NP_060813.2	Q9BVS4
NP_001371930.1	Q6DN12
NP_060830.2	Q9NUQ3
NP_060821.3	Q6ZV73
NP_060838.3	Q9NUN5
NP_060839.2	Q8WUY9
NP_001341412.1	Q8TDX6
NP_060842.3	Q5T3J3
NP_001120674.1	Q5JVF3
NP_001363594.1	Q8N5J2
NP_060850.2	Q9NUL7
NP_001373818.1	Q9NUK0
NP_060866.2	Q6P1Q9
NP_060872.1	A0A7R8GUW8
NP_001035241.1	A0A024R3H7
NP_060868.2	Q8IZS8
NP_060874.1	Q9NPF8
NP_001364369.1	Q9P2M1
NP_060873.4	Q9NPI6
NP_060886.1	Q9P0K8
NP_060884.1	Q9NSC7
NP_005135.2	O43593
NP_060888.2	Q9P0W8
NP_060898.2	Q9NYH9
NP_060901.2	Q9P104
NP_060887.2	Q96PN6
NP_001275919.1	B4DXD0
NP_060906.3	Q8N6M5
NP_060903.2	Q9Y4C1
NP_068375.3	A0A087WXL6
NP_060911.2	Q9BY49
NP_060904.2	Q86XS8
NP_060910.3	Q9NWQ8
NP_060899.2	A6H8Y1
NP_060916.1	A1LQI8
NP_001381603.1	Q9P0I2
NP_001356991.2	Q5T6F2
NP_060918.2	Q86VP6
NP_001094094.2	Q96H22
NP_060923.2	Q56P03
NP_060926.2	Q96CJ1
NP_060921.3	Q9HC77
NP_060932.2	Q8WUW1
NP_060930.3	Q53QZ3
NP_060931.2	Q66LE6
NP_060934.1	A0A024QZN7
NP_060935.2	Q9HBL7
NP_060937.2	Q9NZ43
NP_758844.1	Q9NZ42
NP_060933.3	A0A0S2Z5P1
NP_060943.1	Q9NPJ3
NP_001275661.1	Q8IWB9
NP_060941.2	Q8WU90
NP_060945.2	Q9HC07
NP_060944.3	Q2M2Z5
NP_060946.3	Q9HBH7
NP_060947.1	Q9NZ32
NP_060950.3	Q8IUX1
NP_060956.1	Q9BY41
NP_060961.3	Q9BRT8
NP_060954.1	Q9NSA0
NP_060962.2	Q96KB5
NP_061109.1	Q9NYS7
NP_061110.2	A0A024RAT1
NP_061122.4	A6NDN3
NP_001275519.1	Q9P0L1
NP_071319.3	Q9NQ84
NP_001381459.1	Q9Y5L5
NP_061127.1	Q9NPC7
NP_061131.1	A0A894JZ42
NP_061130.1	Q9H8N7
NP_061140.1	Q9BRJ9
NP_061141.2	Q9H3U1
NP_061146.1	A0A024R064
